ID	OBSCO1_50	OBSCO2_50	manu_2step_cluster
1	0.601961248063693	0.856009572432357	1
2	1.11746225129792	1.00261481356348	1
3	0.077923725542816	0.848633081603902	1
4	0.0488672653874081	0.267498473863946	1
5	0.22526205077459	0.410072509723504	1
6	1.07317757100261	2.03960377518832	1
7	-0.270263386184751	1.7699625544472	1
8	1.31290979208294	0.0348998798625832	1
9	0.102026246038606	2.00484385577542	1
10	0.289522297344791	0.879578833953474	1
11	0.557676567768381	1.8929985340572	1
12	1.07317757100261	2.03960377518832	1
13	0.836935636356049	-0.189518080107456	1
14	0.792650956060738	0.84747088151739	1
15	1.68485115658407	1.44001318535736	1
16	1.72913583687938	0.403024223732517	1
17	0.601961248063693	0.856009572432357	1
18	1.72913583687938	0.403024223732517	1
19	1.20922526857941	0.0453632212207688	1
20	1.35684620465603	0.168142922404292	1
21	-0.270263386184751	1.7699625544472	1
22	0.792650956060738	0.84747088151739	1
23	0.836935636356049	-0.189518080107456	1
24	1.68485115658407	1.44001318535736	1
25	1.64180962477646	0.27060266192937	1
26	1.20922526857941	0.0453632212207688	1
27	1.05270387207464	-0.205296316471918	1
28	0.454340311987073	0.733229871248834	1
29	1.12109107286574	-0.0860745039252413	1
30	1.35684620465603	0.168142922404292	1
31	1.87234720789026	0.314748163535412	1
32	-0.417884322261371	1.64718285326368	1
33	0.410055631691762	1.77021883287368	1
34	1.31256152436071	1.20513188402914	1
35	1.35684620465603	0.168142922404292	1
36	0.22526205077459	0.410072509723504	1
37	0.381285314626274	-0.0776727583892341	1
38	0.0377659994684045	1.53533753154546	1
39	0.243966538450199	0.470015544329607	1
40	0.557676567768381	1.8929985340572	1
41	0.0820506797637162	0.498348569920609	1
42	0.836935636356049	-0.189518080107456	1
43	1.31256152436071	1.20513188402914	1
44	1.20922526857941	0.0453632212207688	1
45	-0.0208991087111353	2.14924234340583	1
46	0.281621043408195	-0.0625841911414422	1
47	1.12109107286574	-0.0860745039252413	1
48	0.601961248063693	0.856009572432357	1
49	-0.197989132321885	1.28112010521592	1
50	1.11746225129792	1.00261481356348	1
51	1.72913583687938	0.403024223732517	1
52	-0.289053379134726	1.1358226433021	1
53	-0.0894442054563725	0.713637467821045	1
54	0.601961248063693	0.856009572432357	1
55	-0.0943441056234655	0.35577453406105	1
56	1.87234720789026	0.314748163535412	1
57	-0.0496694257766231	0.301350752142915	1
58	1.31256152436071	1.20513188402914	1
59	0.244456873551546	0.616822716708974	1
60	0.180977370479278	1.44706147134835	1
61	1.11746225129792	1.00261481356348	1
62	1.87234720789026	0.314748163535412	1
63	0.601961248063693	0.856009572432357	1
64	0.454340311987073	0.733229871248834	1
65	0.601961248063693	0.856009572432357	1
66	1.35684620465603	0.168142922404292	1
67	1.35684620465603	0.168142922404292	1
68	0.836935636356049	-0.189518080107456	1
69	-0.0827673348785662	0.644697532625249	1
70	0.174300499901472	1.51600140654415	1
71	0.672117621713767	-0.0431691174028157	1
72	-0.0208991087111353	2.14924234340583	1
73	0.601961248063693	0.856009572432357	1
74	1.30815195929497	0.99407612264851	1
75	0.921481899187383	0.336110671555813	1
76	0.601961248063693	0.856009572432357	1
77	0.484621570407581	1.08209590441913	1
78	0.321921435978092	1.63878110772767	1
79	0.97425088028705	1.09089087376058	1
80	-0.636323295889299	2.55958010444307	1
81	0.0377659994684045	1.53533753154546	1
82	1.87234720789026	0.314748163535412	1
83	0.454340311987073	0.733229871248834	1
84	-0.636323295889299	2.55958010444307	1
85	1.35684620465603	0.168142922404292	1
86	1.16494058828409	1.08235218284562	1
87	0.836935636356049	-0.189518080107456	1
88	1.72913583687938	0.403024223732517	1
89	0.836935636356049	-0.189518080107456	1
90	1.35684620465603	0.168142922404292	1
91	0.0819651744893513	-0.0758483066183884	1
92	0.0820506797637162	0.498348569920609	1
93	0.395675203807533	1.34713468310921	1
94	0.597551682997947	0.644953811051729	1
95	0.648015101217977	-1.19937989157434	2
96	-1.14236693218293	-1.58997636172814	2
97	-0.539688735207622	-0.690009396905242	2
98	0.0283935664594316	-1.97740161779629	2
99	1.24019992338082	-1.33056133829387	2
100	0.81283311586026	-1.34572885427898	2
101	-0.397702162461849	-0.546016882532692	2
102	1.18512274808362	-1.11084755295075	2
103	0.549327058964447	-1.5490953606776	2
104	-0.226759449387373	-0.566771486046992	2
105	-0.490736258342612	-1.0353175414387	2
106	0.128104532918001	-1.55704089408609	2
107	0.128104532918001	-1.55704089408609	2
108	-0.0151068380928728	-1.46876483388898	2
109	0.81283311586026	-1.34572885427898	2
110	0.264148698249721	-1.72318419146676	2
111	0.363075388965283	-0.77447129003902	2
112	0.81283311586026	-1.34572885427898	2
113	0.81283311586026	-1.34572885427898	2
114	0.377468810391617	-1.17776110512746	2
115	-0.347524887331738	-1.1235936016358	2
116	-0.00756681203459793	-0.102337680595545	2
117	0.353332852978689	-1.70751095607711	2
118	1.24019992338082	-1.33056133829387	2
119	0.57707798406997	-1.59994628060851	2
120	0.979265474922393	-1.48497608591738	2
121	0.11508472067459	-2.26343464004306	2
122	-0.327542375833941	-0.597983315658167	2
123	0.81283311586026	-1.34572885427898	2
124	0.81283311586026	-1.34572885427898	2
125	1.70503331638359	-0.753186550439006	2
126	0.363075388965283	-0.77447129003902	2
127	0.234257439380743	-1.08948504493035	2
128	-0.226759449387373	-0.566771486046992	2
129	0.142494422099261	-0.132233452587644	2
130	-0.250081226385229	-0.423237181349169	2
131	-1.15778209327118	-1.77353855787623	2
132	0.0579481592679268	-0.657862204250913	2
133	-0.563791255703411	-1.84622017107676	2
134	0.00899568240291665	-0.312554059717459	2
135	0.956044486871133	-1.43400491447608	2
136	0.81283311586026	-1.34572885427898	2
137	0.708450804532084	-1.64717987200772	2
138	0.00899568240291665	-0.312554059717459	2
139	0.81283311586026	-1.34572885427898	2
140	-0.0835480783764991	-0.655047546244097	2
141	0.877093362430461	-0.876222530049009	2
142	0.980147007366923	-0.277794140304561	2
143	1.24019992338082	-1.33056133829387	2
144	-0.0482902524691808	-1.69961492994564	2
145	0.636438330473078	-1.48830289013854	2
146	-0.044039024893047	-2.16535012871295	2
147	0.431462589756384	-0.655249477492344	2
148	0.00899568240291665	-0.312554059717459	2
149	0.264148698249721	-1.72318419146676	2
150	1.18512274808362	-1.11084755295075	2
151	-0.626780423674332	-0.869174244058021	2
152	0.636438330473078	-1.48830289013854	2
153	-0.563791255703411	-1.84622017107676	2
154	0.980147007366923	-0.277794140304561	2
155	1.33274368416024	-0.98806785176723	2
156	0.980147007366923	-0.277794140304561	2
157	0.980147007366923	-0.277794140304561	2
158	0.660540850968867	-0.332092115967015	2
159	1.18512274808362	-1.11084755295075	2
160	-0.633457294252138	-0.800234308862225	2
161	0.0771429820448831	-0.451111997265444	2
162	1.02030473344133	-0.964498590246114	2
163	-0.00756681203459793	-0.102337680595545	2
164	1.33274368416024	-0.98806785176723	2
165	0.636438330473078	-1.48830289013854	2
166	0.6065470716041	-0.854603743602128	2
167	-0.0482902524691808	-1.69961492994564	2
168	0.573449162502157	-0.511256963119793	2
169	1.18512274808362	-1.11084755295075	2
170	0.949367616293327	-1.36506497928029	2
171	-1.14236693218293	-1.58997636172814	2
172	1.84824468739447	-0.84146261063611	2
173	0.264148698249721	-1.72318419146676	2
174	-0.466633737846822	0.120893232732826	3
175	-1.15803919136689	-0.0214788718784863	3
176	-1.77788777388625	1.58775801164447	3
177	-0.466633737846822	0.120893232732826	3
178	-1.32446495066893	0.631556399659232	3
179	-1.29457369179995	-0.0021427468771775	3
180	-1.29457369179995	-0.0021427468771775	3
181	-1.29457369179995	-0.0021427468771775	3
182	-0.230388270955186	0.521917831441726	3
183	-0.745889274189416	0.375312590310606	3
184	-0.790173954484728	1.41230155193545	3
185	-0.769128639204737	0.654468904628316	3
186	-0.323422366835949	0.0326171725357208	3
187	-1.10616044552078	-0.624979780401456	3
188	-1.33885837209527	1.03484621474767	3
189	-0.746673549932423	0.903664768028138	3
190	-0.922284059576598	0.232738554451047	3
191	-1.54689131802776	-0.0461437940847966	3
192	-1.31867621229574	-1.1583535210487	3
193	-0.981644405979706	0.121095163981073	3
194	-0.556251229645137	-0.479793017783328	3
195	-2.54214516348755	-1.23711448766922	3
196	-0.745889274189416	0.375312590310606	3
197	-1.06931193482213	-0.779073732090071	3
198	-0.767849801447111	-0.5107387701329	3
199	-0.745889274189416	0.375312590310606	3
200	-0.672919782102982	0.612018343409676	3
201	-0.510918418142134	1.15788219435767	3
202	-1.15136232078908	-0.0904188070742821	3
203	-0.601760708205549	0.789464518411173	3
204	-0.745889274189416	0.375312590310606	3
205	-0.323422366835949	0.0326171725357208	3
206	-0.745889274189416	0.375312590310606	3
207	-0.330099237413755	0.101557107731517	3
208	-0.769991794685206	-0.780898183860916	3
209	-0.745889274189416	0.375312590310606	3
210	-0.466633737846822	0.120893232732826	3
211	-0.949947819933116	1.71079399125447	3
212	-0.285424557566912	0.0471333258133817	3
213	-0.37359964196606	0.610193891638831	3
214	-1.31867621229574	-1.1583535210487	3
215	-0.804554382368956	0.98921740217098	3
216	-1.5249622565519	-0.667228410371849	3
217	-1.29457369179995	-0.0021427468771775	3
218	-1.29457369179995	-0.0021427468771775	3
219	-1.31867621229574	-1.1583535210487	3
220	-0.609354773756349	0.355976465309297	3
221	-2.35067471199258	0.0540919002851623	3
222	-1.87314936827947	0.254101062471449	3
223	-0.938846554014112	0.442954933572962	3
224	-0.745889274189416	0.375312590310606	3
225	-2.1390761401906	0.0850376526347339	3
226	-0.583973415502934	0.346979564719604	3
227	-0.330099237413755	0.101557107731517	3
228	-0.153704452026573	0.244131143591076	3
229	-1.75404051776439	-0.990385771897179	3
230	-1.79226820177048	1.16467386188	3
231	-1.52740255460914	-0.514552937196226	3
232	-0.556251229645137	-0.479793017783328	3
233	-0.901998043315465	0.288860981884347	3
234	-0.773638539820299	1.27917115057503	3
235	-1.29457369179995	-0.0021427468771775	3
236	-0.466633737846822	0.120893232732826	3
237	-0.315596197687754	0.1322873423062	3
238	-1.15136232078908	-0.0904188070742821	3
239	-0.390162136403574	0.820410270760745	3
240	-1.33523870673326	-0.948137141926786	3
241	-0.646962583473854	1.32402549173835	3
242	-2.33628129056624	-0.349197914803274	3
243	-1.15803919136689	-0.0214788718784863	3
244	-0.745889274189416	0.375312590310606	3
245	-0.600535909940448	0.557195943841518	3
246	-0.466633737846822	0.120893232732826	3
247	-0.96656873987191	1.26972751607589	3
248	-0.470653303361038	0.892402651058908	3
249	-0.976277838941365	-0.289773073184066	3
250	-1.31867621229574	-1.1583535210487	3
251	-2.88496570817678	-0.726653251991058	3
252	-1.78726020689522	-1.92498113769728	3
253	-1.49863223754365	1.33333865406669	3
254	-0.952175318445576	0.866437700987457	3
255	-0.981644405979706	0.121095163981073	3
256	-2.37483127198089	-0.1691797736948	3
257	-0.153704452026573	0.244131143591076	3
258	-0.769991794685206	-0.780898183860916	3
259	-0.905663139637804	0.673805029629625	3
260	-0.746673549932423	0.903664768028138	3
261	-1.52740255460914	-0.514552937196226	3
262	-0.808963947434702	0.778161640790352	3
263	-2.28228751120148	0.173313712831839	3
264	-0.466633737846822	0.120893232732826	3
265	-0.946386580072388	-0.923472219720475	3
266	-1.55443134408603	-1.41257094737823	3
267	-2.99769162875572	1.12405299727867	3
